produto;descrição;qut;precro_bruto;prateleira
113513;ANEL VAL TERMOSTATICA CARC VW PASSAT SANTANA GOL A;0,;6,03;
123593;ANEL VAL TERMOSTATICA CORSA 1.0 16V;30,;0,00;DIV-3_H.4
1442573;ANEL VAL TERMOSTATICA FIAT BRAVA PALIO STRADA SIEN;0,;3,70;
143585;ANEL VAL TERMOSTATICA FIAT EVO GRAND SIENA IDEA 50;0,;27,91;
1340494;ANEL VAL TERMOSTATICA FORD ESCORT MONDEO ZETEC 1.8;0,;21,82;
133543;ANEL VAL TERMOSTATICA FORD FIESTA COURIER 1.4 16 V;0,;3,23;
133545;ANEL VAL TERMOSTATICA FORD FIESTA ECOSPORT KA ZETE;0,;7,73;
1335451;ANEL VAL TERMOSTATICA FORD FIESTA ECOSPORT KA ZETE;0,;8,16;
133533;ANEL VAL TERMOSTATICA FORD FIESTA KA ENDURA NACION;0,;8,16;
123507;ANEL VAL TERMOSTATICA GM CORSA 1.0 1.4 1.6 8 16V E;0,;6,19;
1535186;ANEL VAL TERMOSTATICA HYUNDAI HB20 KIA PICANTO 1.0;0,;16,77;
1240051;ANEL VAL TERMOSTATICA OVAL GM CORSA CELTA 1.0 1.4;0,;11,54;
1542861;ANEL VAL TERMOSTATICA RENAULT CLIO KANGOO TWINGO S;0,;18,38;
114213;ANEL VAL TERMOSTATICA VW GOL PARATI SAVEIRO MI 100;0,;6,93;
15351651;ANEL VAL TERMOSTATO BBA D'AGUA CITROEN C2 C3 2002/;0,;4,98;
431209;ANEL VALV IAC COURIER ZETEC 1.4 16V ESCORT ZETEC 1;11,;1,08;DIV-2_F.3
431220;ANEL VALV IAC FORD COURIER FIESTA KA 1.0 1.3;0,;4,93;
1435101;ANEL VARETA OLEO CHUPETA FIAT 147 MILLE PALIO TEMP;3,;10,37;DIV-3_H.1
143529;ANEL VARETA OLEO FIAT ELBA FIORINO MILLE PREMIO TO;0,;7,97;
1435491;ANEL VARETA OLEO FIAT FIRE TODOS;0,;8,33;
1440576;ANEL VARETA OLEO FIAT MAREA BRAVO  MTR 2.0 20V M64;0,;14,38;
1142201;ANEL VED VW GOL POWER EA111 1.0 16V 2002/....;0,;5,45;
113510;ANEL VEDACAO DA FLANGE DO COMANDO DA DISTRIBUICAO;0,;4,35;
1140022;ANEL VEDADOR HOMOGENIZACAO 64 X 2.6 VW PASSAT GOL;0,;5,68;
124002;ANEL VEDADOR HST VAL GM OPALA 90 CARAVAN 153 151 1;17,;9,68;DIV-1_E.4
113501;ANEL VOLANTE GRAFITADO GM VAL TERMOSTATICA VW FUSC;316,;3,85;DIV-2_G.1
1142117;ANEL VW PASSAT AUDI A4 A6 A8 S4 S6 2 4 2 7 2 8 V6;0,;41,65;
144301;ANTI CHAMA FIAT UNO ELBA PREMIO FIORINO 1.0 1.3 1.;0,;15,64;
144349;ANTI CHAMA FIAT UNO PALIO SIENA DUBLO FIRE 1.0 1.3;0,;15,64;
MG099;ANTI CHAMAS FIAT DOBLO FIORINO UNO MILLE PALIO SIE;0,;3,97;
7014WS;ANTI-CHAMA FIAT FIRE TODOS MOTORES 1.0 1.3;0,;5,71;SAI_E.3
1639046;ARRUELA ALU 14.4 X 20.0 X 1.50MM M BENS OM352A TUR;0,;5,40;
133606;ARRUELA ALU BUJAO CAR 100 PCS FORD CORCEL I ATE 77;0,;88,29;
113601;ARRUELA ALU BUJAO CAR 100 PCS FORD GM FIAT VW 14,3;0,;111,59;DIV-2_F.4
153686;ARRUELA ALU BUJAO CAR 100 PCS RENAULT CLIO KANGOO;0,;76,39;
1136011;ARRUELA ALU BUJAO CAR 50 PCS VW FUSCA BRASILIA VAR;0,;4,46;
1442575;ARRUELA ALU BUJAO CAR FIAT MAREA 2.0 2.4 5 CIL 18.;0,;7,12;
AR142015;ARRUELA ALUMINHO 14X20X1,5;1.040,;0,97;
123609;ARRUELA ALUMINIO BUJAO CAR 100 PCS GM OPALA 90 CAR;0,;47,17;
1739011;ARRUELA BICO INJETOR 10,3X21,0X2,0 CU;0,;19,69;
1519581NA;ARRUELA BUJAO CARTER WM VOLARE A6 S10 VAN SPRINT N;0,;9,26;
OMA01;ARRUELA DE AL 16X22X1,5;1.710,;0,57;
311616;ARRUELA LAT ESPASSADORA CARB 2E 3E FORD ESCORT VER;0,;3,78;
15556005;ARRUELA PARAF CABE M10 NISSAN VERSA MARCH LIVINA H;0,;4,64;
11550047;ARRUELA PARAF CABE M11 VW PASSAT GOL SANTANA SAVEI;0,;6,17;
15550011;ARRUELA PARAF CABE M12 HYUNDAI H1 H100 TD KIA TD D;0,;5,19;
15550186;ARRUELA PARAF CABE M9 HYUNDAI HB20 KIA PICANTO MTR;0,;3,85;
NAF0519;ARTICULADOR AXIAL FIAT ELBA 91...96/FIORINO 91...1;37,;36,79;
NAM0514;ARTICULADOR AXIAL FIAT PALIO 01...11/ WEEK 01...11;2,;36,79;
NAM0521;ARTICULADOR AXIAL FIAT PALIO 01..11/PALIO WEEK 01.;0,;36,79;
NAM0522;ARTICULADOR AXIAL FIAT PALIO 96...00/ PALIO WEEK.;18,;36,79;
NAM0536;ARTICULADOR AXIAL FORD ESCORT 93..03/ VERONA 93...;38,;36,79;
NAF0504;ARTICULADOR AXIAL GM CORSA 00..11/ CORSA PICK UP 0;1,;36,79;
NAM0507;ARTICULADOR AXIAL GM CORSA 02...11/MERIVA 02...11/;7,;36,79;
NAM0547;ARTICULADOR AXIAL VW FOX 03... DIR HIDR/ CROSS FOX;31,;37,98;
NAM0523;ARTICULADOR FIAT PALIO 96..00 DH/ SIENA 98...00 DM;30,;36,79;
NAM0530;ARTICULADOR FORD COURIER 93...97 / FIESTA 96..02 D;17,;36,79;
NAM0534;ARTICULADOR FORD ECOSPORT 03...11/ FIESTA 02...07/;1,;36,79;
NAM0535;ARTICULADOR FORD FIESTA 02...11 DM;4,;36,79;
NAM0502;ARTICULADOR GM CORSA 94...99/ CORSA PICK UP 94...9;17,;36,79;
NAF0503;ARTICULADOR GM CORSA 94..99/ CORSA PICK UP 94...99;15,;36,79;
NAM0546;ARTICULADOR VW SAVEIRO 09.. DM/ FOX 03... DM/ CROS;1,;36,80;
532001070;BALANCIM ARGO / CRONOS / BRAVO (CENTRAL) FCI 11F6A;2,;210,62;
532003070;BALANCIM ARGO / CRONOS / BRAVO (DIR) FCI 5540E795-;4,;182,11;
532002070;BALANCIM ARGO / CRONOS / BRAVO (ESQ) FCI 9A324FB8-;4,;182,11;
532000040;BALANCIM ASTRA / BLAZER / CELTA / CORSA FCI EC96BF;0,;29,49;
532005010;BALANCIM FOX / GOL / GOLF / VOYAGE / POLO FCI 638E;8,;67,91;
532011040;BALANCIM ONIX / PRISMA / AGILE / ASTRA FCI 5BC6779;8,;60,36;
NBJ0651;BANDEJA VW GOL 96..(BOLA) 97...99;18,;46,64;
311708;BAQUELITE BASE CARBURADOR CHT WEBER 460ESCORT/DEL;2,;233,07;DIV-2_E.1
311711;BAQUELITE FLANGE DA BOMBA DE COMBUSTÍVEL MOTOR A A;0,;14,60;
311701;BAQUELITE FUSCA 1600/BRASÍLIA/KOMBI/GOL AR CARB.SO;19,;9,22;SEL-2_B.2
311706;BAQUELITE PASSAT GOL PARATI CARB WEBER 450 MINI PR;0,;28,97;
311720;BASE ALUMINIO CARB SOLEX 2E 3E FORD GM VW ALCOOL;0,;133,17;
3117121;BASE ALUMINIO CARB WEBER 450 FORD GM VW;0,;153,79;
311721;BASE ALUMINIO CARB WEBER 495 TLDF TLDZ VW SANTANA;0,;153,36;
311722;BASE ALUMINIO TBI SISTEMA BOSCH MONOMOTRONIC SINGL;0,;161,00;
311705;BASE BAQ CARB SOLEX 2E 3E FORD ESCORT VERSAILLES G;5,;14,36;SEL-1_E.1
341701;BASE BAQ CARB SOLEX 32 DIS FIAT 147 FIORINO PICK-U;0,;9,36;
321704;BASE BAQ CARB SOLEX 35 PDSI GM CHEVETTE HATCH MARA;0,;8,84;
311703;BASE BAQ CARB SOLEX 35 PDSIT VW PASSAT GOL VOYAGE;0,;5,54;
321713;BASE BAQ CARB SOLEX 40 EIS 185 40 DEIS 186 GM OPAL;0,;15,91;
321702;BASE BAQ CARB WEBER 190 FIAT 147 FIORINO PICK-UP P;0,;8,13;
321705;BASE BAQ CARB WEBER 228 DFV GM OPALA CARAVAN GAS;0,;19,98;
311704;BASE BAQ CARB WEBER 450 FORD GM VW;0,;24,57;
341709;BASE BAQ CARB WEBER 460 FIAT UNO 1.6 TEMPRA 2.0;0,;55,42;
321727;BASE BAQ CARB WEBER 460 FORD TODOS CHT 1 3 1 6 83;0,;39,38;
311708BQ;BASE BAQ CARB WEBER 460 FORD TODOS CHT 1.3 1.6 83;0,;24,94;
341712;BASE BAQ CARB WEBER 495 TLDF BANDEJA FIAT MILLE EL;0,;201,12;
3417121;BASE BAQ CARB WEBER 495 TLDF FIAT MILLE ELETRONIC;0,;66,92;
311715;BASE BAQ CARB WEBER 495 TLDZ TLDF FIAT UNO PALIO 1;0,;26,51;
311707;BASE BAQ CARB WEBER 495 TLDZ TLDF FORD ESCORT VW G;2,;29,86;SEL-1_F.7
3217271;BASE BAQ CARBU WEBER 460 FORD TODOS CHT 1 3 1 6 83;0,;42,37;
341703;BASE BAQ CARSOLEX 32 DIS FIAT 147 FIORINO PICK UP;0,;5,18;
411211;BASE BAQ TBI SISTEMA BOSCH MONOMOTRONIC SINGLE POI;0,;18,62;
411203;BASE BAQ TBI SISTEMA MAGNETI MARELLI SINGLE POINT;0,;5,99;
311709;BASE BOR CARB SOLEX 2E 3E FORD GM VW GAS;2,;128,11;SEL-2_D.1
90440418;BASPACK TAMANHO CABECOTE CORCEL 39.5X18X1.8MM;0,;61,72;
90440420;BASPACK TAMANHO CABECOTE CORCEL 39.5X18X2.0MM;0,;69,96;
90440419;BASPACK TAMANHO CABECOTE CORCEL 43X19X1.9MM;0,;54,41;
90440214;BASPACK TAMANHO CABECOTE MERCEDES 6357 66X28X1.4MM;0,;153,03;
90440218;BASPACK TAMANHO CABECOTE MERCEDES 6357 66X28X1.8MM;0,;170,10;
90440220;BASPACK TAMANHO CABECOTE MERCEDES 6357 66X28X2.0MM;0,;211,10;
90440818;BASPACK TAMANHO CABECOTE OPALA 4CIL 51.5X17X1.8MM;0,;84,90;
90440820;BASPACK TAMANHO CABECOTE OPALA 4CIL 51.5X17X2.0MM;0,;94,91;
90440315;BASPACK TAMANHO CABECOTE PERKINS 4236 53X24X1.5MM;0,;102,78;
90440316;BASPACK TAMANHO CABECOTE PERKINS 4236 53X24X1.6MM;0,;95,31;
90440318;BASPACK TAMANHO CABECOTE PERKINS 4236 53X24X1.8MM;0,;89,59;
90440320;BASPACK TAMANHO CABECOTE PERKINS 4236 53X24X2.0MM;0,;122,69;
90440217;BASPACK TAMANHO CABECOTE PERKINS 6357 85X28X1.7MM;0,;179,43;
90440518;BASPACK TAMANHO CABECOTE TOPIC 50X22X1.8MM;0,;75,77;
90440618;BASPACK TAMANHO CABECOTE WILLYS 6CILS 60.5X21X1.8M;0,;115,68;
90440620;BASPACK TAMANHO CABECOTE WILLYS 6CILS 60.5X21X2.0M;0,;114,54;
CFX156;BATENTE DO FACAO VW KOMBI;0,;8,67;
CFX157;BATENTE SUPORTE MOTOR DIANT VW GOL;82,;5,60;
7018VP;BBA GAS PARTIDA Á FRIO UNIVERSAL 12V;0,;28,82;
7019VP;BBA LAVADOR DE PARABRISA UNIVERSAL 12V;0,;36,26;
24578819;BICO INJ AZUL 4 FUROS GM CORSA COBALT 1.8 PRISMA O;3,;144,40;
94705391;BICO INJ CINZA 1P GM CORSA 1.0 1.4 07/15 CELTA CLA;0,;99,84;
MP003;BICO INJ VAL FIAT PALIO SIENA STRADA 1.4 FLEX 2004;7,;120,24;
MP052;BICO INJ VAL FIAT SIENA UNO PALIO ECON. FLEX 2008/;4,;121,51;
MP065;BICO INJ VAL FIAT UNO PALIO SIENA WEEK 1.0/1.5 FIO;0,;121,51;
MP127;BICO INJ VAL FORD ECOSPORT 1.0 8V 16V FIESTA SUPER;4,;121,51;
MP176;BICO INJ VAL VW FOX GOL G IV E V VOYAGE 1.0 FLEX 2;0,;145,82;
MP046;BICO INJ VAL VW GOL PARATI /FIAT PUNTO PALIO;3,;120,24;
MP044;BICO INJ VAL VW GOL PARATI POLO SAV SANTANA 1.6/1.;0,;121,51;
NHF1055;BIELETA FIAT IDEA 06... 1.4 1.8 DIR.;14,;45,34;
NHF1054;BIELETA FIAT IDEA 06... 1.4 1.8 ESQ.;14,;45,34;
NHF1048;BIELETA FORD ECOSPORT TODOS DIANT.;14,;45,34;
6Q0411315PV;BIELETA GOL G5 G6 FOX POLO;34,;43,86;
NHF1088;BIELETA HONDA CIVIC 01... DIR. TRAS.;16,;46,08;
NHF1089;BIELETA HONDA CIVIC 01... ESQ. TRAS.;8,;46,08;
NHF1095;BIELETA HONDA CRV 07... DIR. TRAS.;3,;47,94;
NHF1096;BIELETA HONDA CRV 07... ESQ TRAS.;3,;47,94;
NHF1094;BIELETA HONDA CRV 07.... DIANT;5,;48,68;
NHF1090;BIELETA HONDA NEW CIVIC LX3 TDS DIR. TRAS.;10,;46,08;
NHF1093;BIELETA HONDA NEW CIVIC LX3 TDS ESQ DIANT;10,;46,08;
NHF1091;BIELETA HONDA NEW CIVIC LX3 TDS ESQ. TRAS.;10,;46,08;
NHF1111;BIELETA HYUNDAI TUCSON 06... DIANT.;1,;47,94;
NHF1112;BIELETA HYUNDAI TUCSON 06.... TRAS.;1,;48,68;
NHF1101;BIELETA KIA SORENTO 08.... DIANT.;4,;48,31;
NHF1151;BIELETA MITSUBISHI L 200 4X4 TRITON 08... DIR. DIA;9,;46,45;
NHF1152;BIELETA MITSUBISHI L 200 4X4 TRITON 08... ESQ. DIA;10,;46,45;
NHF1066;BIELETA PEUGEOT 207 1.6 2.0 08.... DIANT;16,;45,71;
NHF1097;BIELETA TOYOTA COROLLA 92/98 TRAS.;4,;47,20;
NHF1131;BIELETA TOYOTA HILUX 06.../ SW4 06 ESQ. DIANT;10,;49,61;
NHF1130;BIELETA TOYOTA HILUX 06.../SW4 06... DIR. DIANT;10,;49,61;
NHF1027;BIELETA VW GOL 08.... DIANT;0,;49,24;
55267998;BOBINA IGNICAO FIAT MOBI;51,;153,85;
55242406;BOBINA IGNICAO JEEP RENEGADE/FIAT TORO 1.8 16V;24,;245,45;
352508;BOIA CARB ASIA TOWNER;0,;44,77;
322506;BÓIA CARB CHEVETTE CARB.WEBER 460.402;9,;37,78;SEL-1_F.5
322505;BÓIA CARB MONZA CARB.WEBER 190;7,;25,52;SEL-1_G.4
342501;BOIA CARB SOLEX 32 DIS FIAT 147 1050 1300;0,;105,47;
332501;BOIA CARB SOLEX 34 SEIE FORD CORCEL BELINA II DEL;0,;42,33;
322501;BOIA CARB SOLEX 34 SEIE GM CHEVETTE HATCH MARAJO 1;0,;75,12;
322507;BOIA CARB SOLEX 34 SEIE GM OPALA CARAVAN 2500;0,;86,06;
322504;BOIA CARB SOLEX 35 ALFA 1 GM MONZA 1.6 1.8;0,;25,10;
312503;BOIA CARB SOLEX 35 PDSI PDSIT VW PASSAT VOYAGE 150;0,;19,70;
322502;BOIA CARB WEBER 228 DFV FORD WILLYS JEEP RURAL PIC;0,;31,57;
322503;BOIA CARB WEBER 446 GM OPALA SS 4 6 CIL;0,;108,26;
312502;BÓIA DO CARBURADOR FUSCA 1600/BRASÍLIA CARB.SOLEX;2,;15,11;SEL-1_G.7
312501;BÓIA DO CARBURADOR FUSCA/BRASÍLIA CARB.SOLEX 30 PI;4,;14,36;SEL-1_G.2
312506;BÓIA DO CARBURADOR GOL CARB.WEBER TLDZ 495;3,;37,89;SEL-1_F.2
312509;BÓIA DO CARBURADOR KOMBI 91/... (MODERNA) DUPLA CA;3,;23,70;SEL-1_F.1
312507;BÓIA DO CARBURADOR MONZA CARB.SOLEX DUPLO BLFA 30/;6,;55,34;SEL-1_G.1
312504;BÓIA DO CARBURADOR PASSAT CARB.WEBER 450 MINI-PROG;12,;27,41;SEL-1_F.4
312505;BÓIA DO CARBURADOR SANTANA CARB. SOLEX 2E/3E;11,;15,30;SEL-1_G.8
11171171BN;BOR BICO DA VELA(4PÇS) TV AMAROK 2,0 4CIL 16V MTR;2,;116,16;TV-14_B.1
1319071BN;BOR CAR 2 PCAS FORD FIESTA COURIER 1.0 1.3 ENDURA;0,;8,72;
1319021BN;BOR CAR 2 PCS FORD CORCEL II 1.4 1.6 78 ESCORT 1.3;0,;9,48;
1219021BN;BOR CAR 2 PCS GM OPALA 90 CARAVAN 153 151 ALC GAS;0,;6,32;
12211051;BOR COL ADM L35 BLAZER HOMBRE V6 S10 4.3 12V;0,;15,32;
144287;BOR FIAT 1.8 16V DOBLO GRAND SIENA IDEA PALIO PUNT;7,;9,08;DIV-3_E.6
11171173BN;BOR GUIA BICO VELA(2 PÇS) TV AMAROK 2,0 4CIL 16V M;0,;0,00;
338.935;BOR PTA PALIO/SIENA/WEEK 05> 4 PTAS DIANT/TRAS 3,4;2,;85,19;
339.405;BOR PTA SCANIA T/R 112/113 EXT 1 BULBO 4,60 MTS;2,;60,46;
15401545BN;BOR TOYOTA COROLLA RAV4 MTR 3ZR-FAE 10/... LEXUS C;0,;37,84;
1517711BN;BOR TV KIA K2500 PREGIO HYUNDAI HR TERRACAN MTR TC;0,;44,45;
1517541BN;BOR TV MITSUBISHI ECLIPSE PAJERO 4M40T 2 5 2 8 TDI;0,;11,20;
15171963BN;BOR TV MITSUBISHI MONTERO III PAJERO TD TRITON 00/;4,;166,65;C30-A.4
1517581BN;BOR TV S10 00 A5 A8 MWM SPRINT4 07TCA 2 8 TB DIESE;0,;46,24;
338.785;BORACHA PTA-MALAS ECOSPORT GI 02>12;2,;76,95;
CFX254;BORR AMORT INF/SUP TRAS GM CHEVETTE OPALA;0,;2,67;
CFX253;BORR AMORT SUPERIOR TRAS GM CHEVETTE OPALA;0,;5,00;
CFX159;BORR AMORTECEDOR C TUBO VW TDS;131,;7,37;
CFX160;BORR AMORTECEDOR S TUBO TRAS VW;0,;2,10;
CFX103;BORR ENCAIXE DESCARGA (CAVEIRINHA) VW GOL QUADRADO;0,;1,67;
CFX402;BORR ESCAP TRAS FIAT UNO;0,;4,33;
CFX162;BORR INFERIOR AMORTECEDOR TRAS VW GOL;0,;3,80;
CFX252;BORR S TUBO AMORTECEDOR GM C10 D20;0,;3,00;
CFX204;BORR SILENCIOSO DIANT GM CORSA;181,;5,47;
CFX202;BORR SILENCIOSO GM CHEVETTE OPALA;43,;5,40;
CFX203;BORR SILENCIOSO TRAS (REFORÇADA) GM CORSA;187,;6,67;
CFX161;BORR SUPERIOR AMORTECEDOR TRAS VW GOL;0,;3,40;
CFX205;BORRACHA DO ESCAP CENTRAL GM CORSA OMEGA VECTRA;42,;4,67;
M30;BORRACHA HASTE TRAMB. GOL VOY PARATI;0,;3,92;
338.949;BORRACHA PTA PALIO/SIENA/WEEK/STRADA 05> 2/4 PTAS;2,;82,86;
337.932;BORRACHA PTA S-10/BLAZER C/ 3,85 MTS;2,;80,49;
337.935;BORRACHA PTA SILVERADO/S-10/BLAZER 95>00 HILUX 92>;2,;87,78;
338.978;BORRACHA PTA UNO VIVACE 10> MASTER 3,50 MTS;2,;68,30;
721101;BORRACHA SUSPIRO DO ÓLEO CHEVETTE;1,;12,31;
CFX152;BORRACHA SUSPIRO ÓLEO VW GOL VOYAGE SANTANA;0,;2,40;
1517543BN;BORRACHA VEDACAO PARAFUSO TV MITSUBISHI ECLIPSE PA;0,;39,17;
3599;BRACO AUXILIAR DA BARRA DE DIRECAO, P/ PICK UP RAN;2,;165,25;
NBN0403;BRAÇO OSCILANTE FIAT UNO MODERNO BUCHA DE FERRO ES;0,;87,34;
55026170BRB;BRONZINA BIELA +0,25 FIAT FIRE 1.0 COD. FABR. 5502;0,;52,77;
55158110BRB;BRONZINA BIELA +0,25 VW FUSCA REFRIGERADO AR 1.2 1;0,;39,79;
55163110BRB;BRONZINA BIELA +0,25 VW GOL 1.0 PARATI 8V 16V COD.;0,;42,84;
55158210BRB;BRONZINA BIELA +0,50 VW FUSCA REFRIGERADO AR 1.2 1;0,;39,79;
55023370BRB;BRONZINA BIELA +0,75 FIAT UNO MILLE 147 127 RITMO;0,;39,79;
55080340BRB;BRONZINA BIELA +0,75 GM CORSA, CORSA SEDAN 1.0 1.4;0,;49,27;
55158310BRB;BRONZINA BIELA +0,75 VW FUSCA REFRIGERADO AR 1.2 1;0,;39,79;
55163310BRB;BRONZINA BIELA +0,75 VW GOL 1.0 PARATI 8V 16V COD.;0,;42,84;
55023070BRB;BRONZINA BIELA STD FIAT UNO MILLE 147 127 RITMO SP;0,;39,79;
55158010BRB;BRONZINA BIELA STD VW FUSCA REFRIGERADO AR 1.2 1.3;0,;39,79;
55027070BRM;BRONZINA MANCAL +0,25 FIAT 1.0 1.3 COD. FABR. 5502;0,;80,74;
55028170BRM;BRONZINA MANCAL +0,25 FIAT FIRE 1.0 1.3 FLAN COD.;0,;80,74;
55024170BRM;BRONZINA MANCAL +0,25 FIAT UNO MILLE 147 127 RITMO;0,;63,20;
55081140BRM;BRONZINA MANCAL +0,25 GM CORSA, CORSA SEDAN 1.0 1.;0,;95,25;
55160110BRM;BRONZINA MANCAL +0,25 VW 1.5 1.6 1500 DIESEL 1600-;0,;62,63;
55164110BRM;BRONZINA MANCAL +0,25 VW GOL 1.0 PARATI 8V 16V COD;0,;56,46;
55027270BRM;BRONZINA MANCAL +0,50 FIAT FIRE 1.0 1.3 COD. FABR.;0,;80,74;
55024270BRM;BRONZINA MANCAL +0,50 FIAT UNO MILLE 147 127 RITMO;0,;63,20;
55164210BRM;BRONZINA MANCAL +0,50 VW GOL 1.0 PARATI 8V 16V COD;0,;56,46;
55024370BRM;BRONZINA MANCAL +0,75 FIAT UNO MILLE 147 127 RITMO;0,;63,20;
55081340BRM;BRONZINA MANCAL +0,75 GM CORSA, CORSA SEDAN 1.0 1.;0,;95,25;
55160310BRM;BRONZINA MANCAL +0,75 VW 1.5 1.6 1500 DIESEL 1600-;0,;62,63;
55164310BRM;BRONZINA MANCAL +0,75 VW GOL 1.0 PARATI 8V 16V COD;0,;56,46;
55027170BRM;BRONZINA MANCAL STD FIAT FIRE 1.0 1.3 COD. FABR. 5;0,;80,74;
55028070BRM;BRONZINA MANCAL STD FIAT FIRE 1.0 1.3 FLAN COD. FA;0,;80,74;
55160010BRM;BRONZINA MANCAL STD VW 1.5 1.6 1500 DIESEL 1600-DE;0,;62,63;
55164010BRM;BRONZINA MANCAL STD VW GOL 1.0 PARATI 8V 16V COD.;0,;56,46;
CFX321;BUCCHA JUMELO INFERIOR GRANDE FORD PAMPA;1,;4,33;
CFX151;BUCHA ACELERADOR VW TODOS;7,;2,93;
714402;BUCHA ACELERADOR VW TODOS;0,;10,53;PRAT. BORR
714401;BUCHA ACOPLAMENTO COLUNA DIRECAO VW PASSAT GOL VOY;0,;4,73;
CFX154;BUCHA ACOPLAMENTO COLUNA DIREÇÃO VW PASSAT GOL VOY;118,;2,00;
M53;BUCHA AMORTECEDOR KOMBI DIANT/TRASEIRO;0,;13,76;
724307;BUCHA AMORTECEDOR TUBO VOLKS TODOS;0,;9,91;
714405;BUCHA BATENTE SUPORTE DIAN VW GOL PASSAT VOYAGE;6,;17,26;
714408;BUCHA BATENTE SUSPENSAO DIANT;2,;31,75;
030105431AG;BUCHA BIELA VW POWER EA111;76,;7,85;
15420920;BUCHA BOR CARRETEL BIELETA M BENS SPRINTER;0,;1,56;
114301;BUCHA BOR FACAO 1 PINO VW 1200 1300 1500 1600;0,;19,88;
114302;BUCHA BOR FACAO 2 PINO VW 1200 1300 1500 1600;0,;19,88;
114309;BUCHA BOR FACAO VW KOMBI 1500 1600;0,;18,69;
CFX110;BUCHA C TUBO SUPORTE ESCAP VW GOL;61,;2,70;
311611;BUCHA CARB 450 460 VW PASSAT GOL PARATI FORD CORCE;0,;5,12;
7111101;BUCHA ELETROBOMBA FURO FORA DE CENTRO VW;0,;13,89;
711102;BUCHA ELETROBOMBA PARTIDA A FRIO GM VW FIAT;20,;3,97;SEL-1_D.6
CFX158;BUCHA ENTRADA CILINDOR MESTRE VW FIAT GM FORD;0,;0,00;
CFX012;BUCHA ESTRIADA DO JUMELO KIA BESTA, TOPIC. (MAIOR);0,;6,00;
CFX011;BUCHA ESTRIADA MOLA TOPIC BESTA;25,;10,80;
754407;BUCHA ESTRIADA MOLEJO PQ BESTA TOPIC;0,;22,92;
734445;BUCHA PONTA CABO SELECAO MARCHA FORD ECOSPORT FIES;0,;20,08;
CFX322;BUCHA SUPERIOR JUMELO MENOR FORD PAMPA;26,;4,33;
211307;BUCHA TRAMBULADO CAMBIO VW FUSCA BRASILIA KOMBI VA;50,;14,77;
11056093;BUJAO DE ACO ESTAMPA;100,;49,33;
24586071;CABECOTE COMPLETO GM 1.0 8V FLEX;1,;3.324,14;
7086519;CABECOTE DOBLO IDEA PALIO PUNTO SIENA STRADA 1.4 8;7,;3.200,38;
7086749;CABECOTE FIAT UNO ECONOMY - 1.0 / 8V - FLEX 04/13;2,;4.000,00;
AV6049;CABECOTE FORD KA 1.0 12V 3CIL PARCIAL IMPORT;2,;4.444,44;
V0032;CABECOTE FORD ZETEC 1.0 GAS;1,;3.199,84;
V0016;CABECOTE FORD ZETEC 1.6 GAS/FLEX;0,;3.199,84;
V20202;CABECOTE GM 1.4 ROLETADO SEM GAIOLA;3,;3.500,00;
V1113;CABECOTE PARCIAL GM 1.4 FLEX;1,;2.879,84;
93376337;CABECOTE PARCIAL GM COR MER MON 1.8 8V;1,;2.879,84;
94581192;CABEÇOTE PARCIAL TUCHO GROSSO GM 1.6/1.8 IMPORTADO;3,;2.545,27;
03010337ABL;CABEÇOTE PARCIAL VW POWER 1.0 NOVO/IMPORTADO;2,;2.190,00;
V353;CABECOTE POWER EA111 1.0;1,;3.003,53;
AVWP2021;CABECOTE VAZIO C/ TAMPA VW 1.0 8V;2,;6.238,98;
6026TT;CABO DA TAMPA TRASEIRA PICK-UP / FIORINO - 90...;4,;18,83;
6503TT;CABO DA TAMPA TRASEIRA STRADA - TODOS 99...;0,;13,76;
7445AC;CABO DE ACELERADOR CELTA 1.0 01... // CORSA 1.0 MP;6,;38,03;
7410AC;CABO DE ACELERADOR CHEVETTE 1.6 93... TODOS;2,;27,98;
7401AC;CABO DE ACELERADOR CHEVETTE 87... MECANICO // CHEV;1,;26,36;
7425AC;CABO DE ACELERADOR CORSA 1.6 EFI 96... // CORSA 1.;0,;38,30;
8400AC;CABO DE ACELERADOR DELREY/SCALLA 1.8 08/89... TDS;0,;26,84;
5088AC;CABO DE ACELERADOR GOL 1.0 AT 8V EFI 11/96...05/02;1,;24,02;
5089AC;CABO DE ACELERADOR GOL/PARATI/SAVEIRO 1.0 AT 16V E;4,;28,61;
5077AC;CABO DE ACELERADOR GOL/SAVEIRO/PARATI 1.6/1.8 AP C;2,;26,82;
8581AC;CABO DE ACELERADOR KA - MOTOR 1.0 ZETEC ROCAN 08..;0,;29,68;
8571AC;CABO DE ACELERADOR KA 1.0 ZETEC ROCAM 08/99...09/0;1,;45,97;
8572AC;CABO DE ACELERADOR KA 1.0 ZETEC ROCAM 10/03...;1,;32,15;
7078AC;CABO DE ACELERADOR KADETT/IPANEMA 1.8 EFI 92 TODOS;0,;19,37;
5052AC;CABO DE ACELERADOR KOMBI 1200 TODOS ( ARAME );20,;5,32;
5055AC;CABO DE ACELERADOR KOMBI 1500 TODOS (CORDOALHA);24,;5,71;
5061AC;CABO DE ACELERADOR KOMBI CLIPPER CARBURACAO SIMPLE;6,;5,71;
6211AC;CABO DE ACELERADOR MILLE 1.0 02... // UNO FURGONET;0,;29,08;
